link,name,price,rating,review,manufacturer,ASIN,description
https://www.amazon.in/Genie-Flamenco2-Backpack-Compatible-Resistant/dp/B08YF1XJXY/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1679497953&sprefix=ba%2Caps%2C283&sr=8-50,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",640,4.4,"(1,025)","Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",B08YF1XJXY,NA
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679497953&sprefix=ba%2Caps%2C283&sr=8-51,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"(9,061)","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998",B08YZ8FFBZ,NA
https://www.amazon.in/DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679497953&sprefix=ba%2Caps%2C283&sr=8-52,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,3.8,"(1,400)","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",B07BNS3KNX,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.

A small bag is ideal for small kids as they can be able to use this bag for
School
Outdoors
Travelling Bag
Carry Bag
Picnic Bag

Children organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,

Snacks
Toys
Lunchbox
Fruits
Small books
Pencil box
Stationery items

Age Group
Suitable for 2 to 5 Years Kids

Gift this soft, smooth bag/ backpack to your loved one.."
https://www.amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-51,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,320,3.8,"(1,321)",NA,B09JWMW646,NA
https://www.amazon.in/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-52,"Bennett Laptop Bag for Menं & Women 15.6 inch, 25 L Water Resistant Bag Laptop Apple/Dell/Lenovo/Asus/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Ideapad/Surfacepro (Blue)",512,4.0,(439),NA,NA,NA
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-53,"Tabelito® Casual 15.6 Inch Laptop Bag (39.6cm), 25 LTR Water Repellent Backpack Laptop Apple/ Dell/ Lenovo/ Asus/ Hp/ Samsung/ Mi/ MacBook/ Ultrabook/ Thinkpad/ Ideapad/ Surfacepro Men Women (Blue)",549,4.2,"(1,599)",NA,NA,NA
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-54,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,"1,030",4.4,"(3,136)","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B07G4HH78P,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-55,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3,"(3,506)","WILD MODA, wildmoda@gmail.com",B099PLT91X,NA
https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-56,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,(684),"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B26MB5M,"Safari Spartan is a 21 litres lightweight backpack that would be your perfect daily companion. It is perfect for carrying all your essentials when you are ready to go! Made of high grade water resistant polyester fabric, makes this backpack durable and a long lasting accessory. Safari Spartan also comes with a quick access front pocket and side mesh pockets to keep your essentials organized."
https://www.amazon.in/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-57,F Gear Enzo Sports Waist Bag (.Black Blue),200,4.2,"(1,114)","Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590",B0862LXJYT,"TREND ALERT!! Do you consider yourself a fashion freak? Well if yes then now is the time for you to pick your favourite style of fanny pack from our range and show it off to the world in style! Made lovable by its quirkiness and undeniable convenience, fanny packs are making its way to our hearts and took the fashion movement by storm! Whether you want to complement a sporty look, keep it casual, dress it up, or make a fashion statement, our fanny pack range is for you. Your on-the-go look is always incomplete without these fanny packs. Trendsetter celebs like Leonardo DiCaprio, Alia Bhatt, Kim Kardashian, Katy Perry, Kendall Jenner, Ranveer Singh, Sushant Singh Rajput, are giving us some major fashion goals with their fanny packs. So pick your style of fanny pack and get ready to show the way to rest to follow, only with F Gear!"
https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-58,"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 16 Inch Laptop/MacBook| Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","2,599",4.3,"(4,688)","Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714",B07P2TQH78,NA
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-61,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),819,4.2,"(1,538)",NA,NA,NA
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-62,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,843,3.7,(740),"Atulitu Agency, 251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400093",B08WQ668WJ,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description"
https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-63,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),219,3.7,"(3,007)","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",B07QD1M3R9,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.

A small bag is ideal for small kids as they can be able to use this bag for
School
Outdoors
Travelling Bag
Carry Bag
Picnic Bag

Children organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,

Snacks
Toys
Lunchbox
Fruits
Small books
Pencil box
Stationery items

Age Group
Suitable for 2 to 5 Years Kids

Gift this soft, smooth bag/ backpack to your loved one.."
https://www.amazon.in/Amazon-Brand-Solimo-Sling-Maroon/dp/B07S63LC4P/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-64,Amazon Brand - Solimo Sling Bag (Maroon),219,3.9,(240),"Flab International Pvt. Ltd., Flab International Pvt. Ltd, 357E, Pace City 2, Sector 37, Gurugram, Haryana - 122001Gurugram, Haryana",B07S63LC4P,"This spacious messenger bag has the total capacity of 15 litres. The bag is further segregated into 3 compartments, including a padded laptop compartment which is ideal for carrying laptops up to 15.6 inches. This laptop backpack sports the utilitarian Dimensions of 32 cm x 16 cm x 48 cm (L x b x H). this bag will allow you to carry your laptop and its various peripherals in a safe and organized manner without having to worry about space."
https://www.amazon.in/FUR-JADEN-Waterproof-Charging-BM25_Grey/dp/B07FM9BSKW/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-65,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,789,4.0,"(5,815)","Fur Jaden, 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",B07FM9BSKW,NA
https://www.amazon.in/Motherly-Diaper-Travel-Basic-Black/dp/B07QXSNDKN/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-66,motherly Diaper Bags for Mom Travel Basic Edition (Black),"1,536",4.5,"(2,335)",NA,NA,NA
https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-67,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag,449,4.2,"(7,282)",NA,NA,NA
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679497976&sprefix=ba%2Caps%2C283&sr=8-68,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),"2,239",3.9,(402),"Iff Overseas Pvt Ltd, Iff Overseas Pvt Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000",B07N8GRWTZ,NA
https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-67,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",849,3.8,"(1,054)","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998",B08YR63B9M,"Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women"
https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-68,"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",489,3.9,"(9,945)","Fur Jaden, Fur Jaden 3-C, Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002, 8080888028",B07J46KLFP,NA
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-69,Gear Moderneco5 21L Water Resistant School Bag/Backpack/College Bag For Men/Women - Navyblue,440,3.9,"(2,528)","Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366",B0757K36YV,"One wide access main compartment, one additional front pocket and one bottle pocket. Easily Adjustable padded shoulder straps with anti-sweat fabric underneath."
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-70,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,799,4.0,"(12,995)","Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore",B07WNFN1XS,NA
https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-71,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,(916),"Sidrum, Pack Logic Solutions , #9 Sri Balaji Nagar, Puliyambedu , Thiruverkadu , chennai - 600077, contact - 9597287686",B09P74TZY8,"Polyurethane coating super nylon Water shield Material. With inside detachable divider to adjust the inside space for camera, lens and accessories."
https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-72,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,899,4.2,(286),"Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100",B097KGL2M5,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements."
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-73,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,3.9,(753),"AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302",B07QN4KXWG,NA
https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-74,TRAWOC 80L Travel Backpack for Men & Women Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack,"2,380",4.4,"(6,936)","TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695",B0847PGZZM,"The TRAWOC 80L backpack is perfect for any adventure! This unisex travelling bag is designed for trekking, hiking, and camping, with a premium padded shoulder strap and mesh padding for maximum comfort. The padded back panel ensures breathability during extended wear. This backpack features a premium buckle and YKK zipper for added durability, making it the perfect mountain bag or camping rucksack. The front opening provides easy access to your gear, and the integrated rain cover keeps your belongings dry during inclement weather. This large backpack is suitable for men, women, boys, and girls, and can be used as a biker backpack or riding backpack. It has a Luggage/suitcase-type opening, which makes packing and unpacking a breeze. The back padding ensures that it's comfortable to wear for long periods of time, making it perfect for touring or flight travel. The TRAWOC backpack is perfect for daypack use, with excess storage capacity and weight-bearing capacity too. It's available in a variety of colors and sizes, making it suitable for any adventure or occasion. The 1-year warranty ensures that you'll be able to enjoy your backpack for years to come. Whether you're a tourist, tourister, or outdoor enthusiast, this big bag is perfect for you. It's a must-have for anyone who loves adventure and wants to travel in style and comfort. So, get your TRAWOC backpack today and start your next adventure!"
https://www.amazon.in/BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-77,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),512,4.0,"(5,229)",NA,NA,NA
https://www.amazon.in/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N53TWB/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-78,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Red),"1,439",4.1,"(3,718)",NA,NA,NA
https://www.amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-79,American Tourister Casual Backpack,"1,139",4.1,"(14,484)",Samsonite,B07CGLDV2C,NA
https://www.amazon.in/DZert-Polyester-Black-White-Laptop/dp/B07H193V57/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-80,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,299,3.8,"(2,292)","Rushi Enterprise, Rushi Enterprise, Jeshinjpara, Valapra Gujarat Amreli-365601 Mo- 9714228584",B07H193V57,NA
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-81,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",949,3.7,(830),"Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059",B09B2581S9,"Safari Sneak is a 26 Litres, 2 compartment USB backpack perfect for daily usage. Built in USB charging port outside and built in charging cable inside, perfect for working professionals and college goers. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips."
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-82,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,512,4.0,"(5,229)",NA,NA,NA
https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-83,motherly 25 ltrs (25 Cms) backpack(5860_grey),"1,736",4.5,"(5,485)",NA,NA,NA
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1679497998&sprefix=ba%2Caps%2C283&sr=8-84,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,4.0,(439),NA,NA,NA
https://www.amazon.in/Nivia-String-5177NB-Polyester-Navy/dp/B071H3HLVV/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-83,Nivia Polyester String Bag,193,4.1,(995),NA,NA,NA
https://www.amazon.in/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-84,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,664,4.1,"(3,861)",Bagneeds,B0855F8174,NA
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-85,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",263,4.1,"(8,199)",NA,NA,NA
https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-86,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop 25 L Travel Bag for Men, Dark Grey","1,946",4.4,"(3,252)",NA,NA,NA
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-87,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",652,4.4,"(2,734)",NA,NA,NA
https://www.amazon.in/Amazon-Brand-Backpack-15-6-inch-Laptops/dp/B076QFBFRG/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-88,"Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops (27 litres, Black)",429,3.9,"(1,243)",NA,NA,NA
https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-89,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,296,3.8,"(2,292)","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876",B07GXYHFCY,NA
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-90,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),749,3.9,"(1,218)",Half_Moon (AB Amazing Bags),B09GG53CSL,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it menं , womenं , boys and girls."
https://www.amazon.in/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-93,Kore Regular Gym Bag,59,2.9,"(3,852)",NA,NA,NA
https://www.amazon.in/Amazon-Basics-Professional-Backpack-15-inch-Laptop/dp/B09W4WB3K5/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-94,"Amazon Basics - Laptop Backpack/College Bag/Travel Bag for 15.6-inch Laptop, Water-Resistant, Casual","1,349",3.5,(5),NA,NA,NA
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-95,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",448,4.3,"(12,356)",NA,NA,NA
https://www.amazon.in/Safari-Black-Casual-Backpack-PRISMA19CBBLK/dp/B07HN5TMQL/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-96,Safari Prisma 32 Ltrs Black Casual Backpack (PRISMA19CBBLK),899,3.9,(847),"Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838",B07HN5TMQL,"Safari Backpacks are the ideal way to enjoy hands-free adventure on safari. In safari-grade canvas and leather, our range of versatile travel backpacks offer true convenience on walks, game drives, and when birding on safari. From the manufacturer Prisma is a 17 inches laptop compatible, large space backpack."
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-97,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,980,4.2,"(54,803)",NA,NA,NA
https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1679498020&sprefix=ba%2Caps%2C283&sr=8-98,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),"1,536",4.5,"(2,335)",NA,NA,NA
